Job Title,Experience,location,Work Type,Company Size,Qualifications,salary_avg,exp_category
qa engineer,4 to 10 Years,Guatemala City,Full-Time,Small,M.Tech,74500.0,Mid (3-5 yrs)
software architect,4 to 10 Years,Luanda,Intern,Large,MBA,82500.0,Mid (3-5 yrs)
executive assistant,5 to 10 Years,Athens,Temporary,Small,M.Tech,76500.0,Mid (3-5 yrs)
public relations specialist,5 to 15 Years,Nur-Sultan,Contract,Small,MBA,72000.0,Mid (3-5 yrs)
copywriter,0 to 15 Years,Oranjestad,Full-Time,Enterprise,B.Tech,86500.0,Fresher (0 yrs)
sales representative,2 to 14 Years,Funafuti,Contract,Enterprise,BBA,85500.0,Junior (1-2 yrs)
technical writer,5 to 14 Years,Conakry,Contract,Medium,BA,94000.0,Mid (3-5 yrs)
systems engineer,5 to 9 Years,Asmara,Part-Time,Enterprise,MBA,80000.0,Mid (3-5 yrs)
ux researcher,4 to 13 Years,Nicosia,Full-Time,Small,M.Tech,90500.0,Mid (3-5 yrs)
accountant,5 to 10 Years,Papeete,Temporary,Medium,M.Tech,90500.0,Mid (3-5 yrs)
legal secretary,3 to 15 Years,Tbilisi,Full-Time,Small,BA,80000.0,Mid (3-5 yrs)
digital marketing specialist,3 to 12 Years,Managua,Full-Time,Medium,MCA,92500.0,Mid (3-5 yrs)
account manager,2 to 8 Years,Tarawa,Temporary,Small,MCA,76000.0,Junior (1-2 yrs)
environmental consultant,0 to 13 Years,Paris,Contract,Enterprise,PhD,71000.0,Fresher (0 yrs)
customer service manager,5 to 15 Years,Amsterdam,Full-Time,Medium,PhD,78000.0,Mid (3-5 yrs)
structural engineer,4 to 11 Years,Ouagadougou,Contract,Small,B.Com,78500.0,Mid (3-5 yrs)
digital marketing specialist,1 to 13 Years,Bangui,Temporary,Medium,MCA,84500.0,Junior (1-2 yrs)
urban planner,2 to 10 Years,Dodoma,Contract,Small,MBA,87000.0,Junior (1-2 yrs)
physician assistant,4 to 8 Years,Panama City,Contract,Small,MBA,87500.0,Mid (3-5 yrs)
product designer,4 to 11 Years,Brussels,Full-Time,Enterprise,B.Tech,88500.0,Mid (3-5 yrs)
financial advisor,0 to 15 Years,Damascus,Intern,Medium,BCA,74000.0,Fresher (0 yrs)
front-end developer,2 to 13 Years,Minsk,Full-Time,Large,BA,89000.0,Junior (1-2 yrs)
it manager,4 to 13 Years,LomÃ©,Contract,Small,MBA,76000.0,Mid (3-5 yrs)
litigation attorney,0 to 15 Years,Naypyidaw,Temporary,Medium,BBA,80000.0,Fresher (0 yrs)
ux/ui designer,1 to 11 Years,Minsk,Full-Time,Small,BA,93500.0,Junior (1-2 yrs)
brand manager,1 to 10 Years,Riga,Part-Time,Small,BCA,82000.0,Junior (1-2 yrs)
it administrator,1 to 9 Years,Bangui,Intern,Enterprise,MCA,93500.0,Junior (1-2 yrs)
business development manager,4 to 15 Years,Manila,Contract,Medium,BA,81000.0,Mid (3-5 yrs)
software tester,5 to 14 Years,Quito,Contract,Large,MBA,78000.0,Mid (3-5 yrs)
data analyst,3 to 9 Years,Rabat,Contract,Medium,M.Com,86500.0,Mid (3-5 yrs)
financial advisor,5 to 12 Years,City of Baghdad,Part-Time,Small,PhD,93000.0,Mid (3-5 yrs)
web designer,4 to 8 Years,Yaren District (de facto),Intern,Medium,BA,75000.0,Mid (3-5 yrs)
front-end developer,2 to 10 Years,Helsinki,Part-Time,Enterprise,M.Com,85500.0,Junior (1-2 yrs)
psychologist,1 to 9 Years,George Town,Contract,Enterprise,MCA,86500.0,Junior (1-2 yrs)
operations manager,1 to 13 Years,Cockburn Town,Part-Time,Large,MCA,71000.0,Junior (1-2 yrs)
interior designer,0 to 8 Years,Berlin,Intern,Enterprise,MCA,94000.0,Fresher (0 yrs)
mechanical engineer,5 to 10 Years,Riga,Temporary,Enterprise,BBA,83000.0,Mid (3-5 yrs)
research scientist,5 to 15 Years,Manila,Temporary,Enterprise,BBA,94000.0,Mid (3-5 yrs)
investment banker,4 to 14 Years,San Jose,Full-Time,Small,PhD,85000.0,Mid (3-5 yrs)
hr coordinator,4 to 15 Years,Bissau,Temporary,Small,PhD,81500.0,Mid (3-5 yrs)
business development manager,5 to 14 Years,Vilnius,Temporary,Small,BCA,71500.0,Mid (3-5 yrs)
content writer,2 to 12 Years,Nassau,Intern,Large,BBA,80000.0,Junior (1-2 yrs)
procurement specialist,1 to 9 Years,Nuuk,Temporary,Medium,PhD,72500.0,Junior (1-2 yrs)
account director,4 to 10 Years,Accra,Temporary,Enterprise,PhD,83000.0,Mid (3-5 yrs)
social media manager,4 to 15 Years,Ouagadougou,Full-Time,Large,BA,78500.0,Mid (3-5 yrs)
software tester,1 to 13 Years,Moscow,Part-Time,Large,PhD,85500.0,Junior (1-2 yrs)
content writer,2 to 13 Years,Bissau,Contract,Enterprise,MBA,79000.0,Junior (1-2 yrs)
brand manager,0 to 14 Years,Tarawa,Temporary,Enterprise,B.Com,81000.0,Fresher (0 yrs)
systems engineer,5 to 12 Years,Maseru,Temporary,Medium,PhD,87500.0,Mid (3-5 yrs)
research analyst,2 to 8 Years,LomÃ©,Intern,Medium,M.Com,91000.0,Junior (1-2 yrs)
administrative assistant,4 to 13 Years,Ottawa,Full-Time,Medium,MBA,86500.0,Mid (3-5 yrs)
market analyst,0 to 9 Years,Vientiane,Part-Time,Enterprise,M.Com,75500.0,Fresher (0 yrs)
physical therapist,1 to 13 Years,Jerusalem,Temporary,Medium,MBA,76000.0,Junior (1-2 yrs)
administrative assistant,0 to 8 Years,Dili,Full-Time,Large,M.Tech,85500.0,Fresher (0 yrs)
structural engineer,0 to 11 Years,Sofia,Contract,Large,BCA,91500.0,Fresher (0 yrs)
it support specialist,5 to 15 Years,Singapore,Full-Time,Small,BA,84500.0,Mid (3-5 yrs)
market research analyst,2 to 9 Years,Buenos Aires,Temporary,Small,BA,77000.0,Junior (1-2 yrs)
teacher,3 to 13 Years,Apia,Intern,Medium,M.Tech,73000.0,Mid (3-5 yrs)
legal secretary,0 to 15 Years,Pretoria,Part-Time,Large,PhD,94500.0,Fresher (0 yrs)
it support specialist,3 to 10 Years,Libreville,Temporary,Enterprise,BCA,68500.0,Mid (3-5 yrs)
marketing analyst,1 to 13 Years,BogotÃ¡,Contract,Large,BA,86500.0,Junior (1-2 yrs)
pediatrician,5 to 8 Years,Naypyidaw,Temporary,Enterprise,B.Tech,86500.0,Mid (3-5 yrs)
front-end engineer,5 to 9 Years,George Town,Temporary,Medium,BA,76000.0,Mid (3-5 yrs)
systems engineer,5 to 11 Years,Ashgabat,Intern,Large,M.Tech,76000.0,Mid (3-5 yrs)
customer service manager,2 to 9 Years,Zagreb,Full-Time,Large,BA,85000.0,Junior (1-2 yrs)
front-end developer,1 to 14 Years,Prague,Contract,Enterprise,BBA,95500.0,Junior (1-2 yrs)
procurement manager,1 to 13 Years,Mexico City,Full-Time,Enterprise,M.Com,93500.0,Junior (1-2 yrs)
brand ambassador,0 to 13 Years,Praia,Full-Time,Enterprise,BA,94500.0,Fresher (0 yrs)
customer support specialist,1 to 11 Years,Riga,Contract,Small,MBA,80000.0,Junior (1-2 yrs)
brand ambassador,0 to 10 Years,Wellington,Full-Time,Large,M.Tech,91500.0,Fresher (0 yrs)
finance manager,0 to 8 Years,Bamako,Temporary,Large,PhD,74500.0,Fresher (0 yrs)
urban planner,4 to 9 Years,The City of Hamilton,Full-Time,Small,M.Com,90500.0,Mid (3-5 yrs)
public relations specialist,4 to 12 Years,Ngerulmud,Full-Time,Enterprise,MBA,69000.0,Mid (3-5 yrs)
public relations specialist,3 to 10 Years,Abuja,Contract,Enterprise,M.Com,77000.0,Mid (3-5 yrs)
sem specialist,0 to 9 Years,Banjul,Temporary,Large,BCA,91000.0,Fresher (0 yrs)
psychologist,0 to 13 Years,Manila,Intern,Enterprise,M.Com,74500.0,Fresher (0 yrs)
sem specialist,4 to 11 Years,Hagatna,Part-Time,Medium,PhD,76500.0,Mid (3-5 yrs)
nurse practitioner,1 to 10 Years,Baku,Part-Time,Small,BCA,73000.0,Junior (1-2 yrs)
family nurse practitioner,5 to 8 Years,Kigali,Contract,Small,MCA,87500.0,Mid (3-5 yrs)
brand ambassador,0 to 15 Years,Ljubljana,Intern,Enterprise,M.Com,88500.0,Fresher (0 yrs)
procurement specialist,4 to 15 Years,Brussels,Contract,Enterprise,MBA,89000.0,Mid (3-5 yrs)
electrical designer,2 to 12 Years,Jakarta,Full-Time,Small,MCA,83500.0,Junior (1-2 yrs)
environmental engineer,1 to 8 Years,Riyadh,Contract,Small,MBA,75000.0,Junior (1-2 yrs)
content writer,1 to 13 Years,Georgetown,Intern,Small,M.Com,74500.0,Junior (1-2 yrs)
veterinarian,1 to 13 Years,Castries,Temporary,Medium,B.Com,71000.0,Junior (1-2 yrs)
database administrator,3 to 15 Years,Georgetown,Intern,Enterprise,PhD,86500.0,Mid (3-5 yrs)
email marketing specialist,3 to 15 Years,Lisbon,Part-Time,Small,BCA,75500.0,Mid (3-5 yrs)
sales consultant,3 to 11 Years,Phnom Penh,Full-Time,Medium,M.Com,71000.0,Mid (3-5 yrs)
paralegal,2 to 11 Years,City of Victoria,Intern,Medium,M.Com,76500.0,Junior (1-2 yrs)
email marketing specialist,3 to 15 Years,Tarawa,Temporary,Large,M.Com,87000.0,Mid (3-5 yrs)
social media coordinator,0 to 8 Years,Monaco,Intern,Medium,BCA,90500.0,Fresher (0 yrs)
administrative assistant,2 to 10 Years,The City of Hamilton,Contract,Large,BCA,79500.0,Junior (1-2 yrs)
customer support specialist,1 to 13 Years,Damascus,Contract,Small,MBA,85500.0,Junior (1-2 yrs)
digital marketing specialist,1 to 12 Years,Asmara,Full-Time,Small,MBA,91000.0,Junior (1-2 yrs)
ux/ui designer,3 to 10 Years,Palikir,Full-Time,Medium,M.Com,80000.0,Mid (3-5 yrs)
product designer,4 to 15 Years,Georgetown,Temporary,Small,MCA,86000.0,Mid (3-5 yrs)
social media manager,0 to 11 Years,Madrid,Intern,Medium,MCA,93000.0,Fresher (0 yrs)
investment banker,4 to 9 Years,Lisbon,Part-Time,Enterprise,PhD,81500.0,Mid (3-5 yrs)
chemical engineer,0 to 8 Years,SÃ£o TomÃ©,Contract,Enterprise,MBA,77000.0,Fresher (0 yrs)
financial controller,4 to 9 Years,Oranjestad,Part-Time,Small,B.Com,81000.0,Mid (3-5 yrs)
systems administrator,3 to 10 Years,Antananarivo,Temporary,Medium,BCA,68500.0,Mid (3-5 yrs)
architectural designer,3 to 9 Years,The City of Hamilton,Intern,Small,BBA,91500.0,Mid (3-5 yrs)
digital marketing specialist,1 to 11 Years,Hagatna,Full-Time,Medium,BBA,76500.0,Junior (1-2 yrs)
teacher,3 to 11 Years,Warsaw,Intern,Medium,BA,74500.0,Mid (3-5 yrs)
environmental engineer,1 to 10 Years,Tokyo,Intern,Medium,PhD,69000.0,Junior (1-2 yrs)
event coordinator,0 to 13 Years,Macao,Contract,Small,MCA,82000.0,Fresher (0 yrs)
network engineer,0 to 14 Years,Road Town,Contract,Large,B.Tech,74500.0,Fresher (0 yrs)
front-end engineer,5 to 15 Years,City of Port Louis,Temporary,Medium,MCA,84000.0,Mid (3-5 yrs)
mechanical engineer,5 to 12 Years,AsunciÃ³n,Intern,Large,M.Tech,81500.0,Mid (3-5 yrs)
qa analyst,4 to 10 Years,Warsaw,Part-Time,Large,BCA,95500.0,Mid (3-5 yrs)
architectural designer,0 to 13 Years,Sanaa,Intern,Medium,BBA,89500.0,Fresher (0 yrs)
paralegal,1 to 9 Years,Bern,Contract,Large,MCA,85500.0,Junior (1-2 yrs)
software developer,3 to 14 Years,Beirut,Temporary,Enterprise,MCA,81000.0,Mid (3-5 yrs)
web designer,0 to 10 Years,Porto-Novo,Temporary,Medium,M.Com,88500.0,Fresher (0 yrs)
inventory analyst,0 to 12 Years,Sri Jayawardenepura Kotte,Intern,Large,M.Tech,79500.0,Fresher (0 yrs)
ux/ui designer,3 to 15 Years,Conakry,Contract,Large,M.Com,88500.0,Mid (3-5 yrs)
business development manager,0 to 11 Years,San Jose,Intern,Medium,M.Com,74000.0,Fresher (0 yrs)
customer success manager,4 to 15 Years,Abuja,Full-Time,Medium,B.Tech,71500.0,Mid (3-5 yrs)
supply chain manager,0 to 11 Years,Madrid,Part-Time,Enterprise,MBA,72000.0,Fresher (0 yrs)
financial analyst,0 to 13 Years,Roseau,Full-Time,Large,MCA,90500.0,Fresher (0 yrs)
quality assurance analyst,5 to 14 Years,Baku,Part-Time,Large,MBA,83000.0,Mid (3-5 yrs)
network technician,1 to 12 Years,Cockburn Town,Part-Time,Small,BA,83500.0,Junior (1-2 yrs)
software tester,5 to 14 Years,Warsaw,Part-Time,Enterprise,PhD,92000.0,Mid (3-5 yrs)
digital marketing specialist,0 to 9 Years,Canberra,Full-Time,Medium,BBA,88000.0,Fresher (0 yrs)
software tester,1 to 10 Years,Brazzaville,Full-Time,Enterprise,MCA,93000.0,Junior (1-2 yrs)
marketing specialist,3 to 14 Years,Sucre (de jure),Full-Time,Small,MBA,74500.0,Mid (3-5 yrs)
substance abuse counselor,0 to 9 Years,Nuuk,Full-Time,Small,BCA,86500.0,Fresher (0 yrs)
occupational therapist,2 to 13 Years,Kigali,Full-Time,Medium,M.Com,84500.0,Junior (1-2 yrs)
account manager,5 to 12 Years,Gaza,Full-Time,Medium,B.Com,75000.0,Mid (3-5 yrs)
marketing analyst,2 to 15 Years,Podgorica,Full-Time,Medium,MCA,92500.0,Junior (1-2 yrs)
business development manager,0 to 15 Years,Conakry,Temporary,Enterprise,MBA,93000.0,Fresher (0 yrs)
data analyst,5 to 14 Years,Lusaka,Contract,Medium,MCA,77000.0,Mid (3-5 yrs)
procurement specialist,1 to 8 Years,Monaco,Part-Time,Large,B.Tech,94000.0,Junior (1-2 yrs)
hr manager,1 to 13 Years,Mbabane,Full-Time,Small,MBA,86500.0,Junior (1-2 yrs)
administrative assistant,3 to 11 Years,Baku,Part-Time,Enterprise,B.Com,95500.0,Mid (3-5 yrs)
legal assistant,0 to 11 Years,Sarajevo,Part-Time,Enterprise,BA,82500.0,Fresher (0 yrs)
chemical analyst,2 to 13 Years,Apia,Intern,Small,BCA,93500.0,Junior (1-2 yrs)
web developer,1 to 11 Years,Hanoi,Full-Time,Enterprise,BA,94500.0,Junior (1-2 yrs)
marketing coordinator,2 to 15 Years,Niamey,Contract,Medium,MCA,73500.0,Junior (1-2 yrs)
event planner,0 to 14 Years,Port Vila,Contract,Large,BBA,78000.0,Fresher (0 yrs)
urban planner,5 to 8 Years,City of Port Louis,Temporary,Medium,MBA,71000.0,Mid (3-5 yrs)
quality assurance analyst,5 to 8 Years,SÃ£o TomÃ©,Contract,Enterprise,M.Tech,80500.0,Mid (3-5 yrs)
process engineer,0 to 14 Years,Tbilisi,Temporary,Enterprise,PhD,83000.0,Fresher (0 yrs)
mechanical designer,0 to 11 Years,Apia,Contract,Small,PhD,70500.0,Fresher (0 yrs)
legal secretary,4 to 10 Years,Addis Ababa,Contract,Small,PhD,96000.0,Mid (3-5 yrs)
front-end developer,0 to 14 Years,Mogadishu,Full-Time,Large,M.Tech,73500.0,Fresher (0 yrs)
mechanical engineer,3 to 10 Years,Kigali,Contract,Large,PhD,94000.0,Mid (3-5 yrs)
event coordinator,0 to 11 Years,Conakry,Temporary,Small,BBA,85000.0,Fresher (0 yrs)
environmental consultant,2 to 10 Years,Caracas,Part-Time,Medium,BA,94500.0,Junior (1-2 yrs)
seo specialist,2 to 12 Years,Yaounde,Temporary,Large,B.Com,75000.0,Junior (1-2 yrs)
investment analyst,4 to 14 Years,Brasilia,Part-Time,Medium,BA,78000.0,Mid (3-5 yrs)
market research analyst,3 to 8 Years,Windhoek,Part-Time,Enterprise,B.Tech,92500.0,Mid (3-5 yrs)
operations manager,5 to 13 Years,Seoul,Intern,Small,BA,92000.0,Mid (3-5 yrs)
executive assistant,0 to 8 Years,Tirana,Intern,Large,B.Tech,91500.0,Fresher (0 yrs)
database administrator,3 to 12 Years,Male,Temporary,Large,B.Tech,85500.0,Mid (3-5 yrs)
physical therapist,4 to 10 Years,Philipsburg,Part-Time,Enterprise,BBA,95500.0,Mid (3-5 yrs)
executive assistant,3 to 11 Years,Jakarta,Temporary,Small,PhD,84000.0,Mid (3-5 yrs)
urban planner,3 to 12 Years,Kigali,Part-Time,Medium,MCA,86500.0,Mid (3-5 yrs)
administrative assistant,5 to 13 Years,Riyadh,Part-Time,Small,BBA,68500.0,Mid (3-5 yrs)
network engineer,5 to 15 Years,Bishkek,Intern,Medium,BBA,74000.0,Mid (3-5 yrs)
electrical engineer,3 to 11 Years,Port of Spain,Contract,Large,B.Tech,97000.0,Mid (3-5 yrs)
digital marketing specialist,5 to 10 Years,Lusaka,Intern,Enterprise,M.Tech,71000.0,Mid (3-5 yrs)
chemical engineer,5 to 10 Years,Vaduz,Temporary,Small,PhD,75000.0,Mid (3-5 yrs)
account executive,1 to 11 Years,Majuro,Intern,Enterprise,B.Tech,79000.0,Junior (1-2 yrs)
software architect,1 to 8 Years,Suva,Full-Time,Enterprise,BA,73500.0,Junior (1-2 yrs)
software engineer,0 to 9 Years,Kyiv (also known as Kiev),Full-Time,Large,MBA,91000.0,Fresher (0 yrs)
financial advisor,5 to 15 Years,San Jose,Intern,Medium,BBA,85000.0,Mid (3-5 yrs)
speech therapist,1 to 13 Years,Kingstown,Intern,Medium,MCA,73500.0,Junior (1-2 yrs)
aerospace engineer,3 to 12 Years,Canberra,Contract,Enterprise,B.Tech,69500.0,Mid (3-5 yrs)
veterinarian,3 to 8 Years,Seoul,Temporary,Enterprise,BCA,78500.0,Mid (3-5 yrs)
marketing manager,4 to 10 Years,Rome,Intern,Large,PhD,72500.0,Mid (3-5 yrs)
data scientist,3 to 13 Years,Tunis,Full-Time,Medium,BBA,72500.0,Mid (3-5 yrs)
sem specialist,1 to 10 Years,Ouagadougou,Temporary,Enterprise,M.Tech,85000.0,Junior (1-2 yrs)
physician assistant,2 to 9 Years,Seoul,Contract,Medium,B.Com,82500.0,Junior (1-2 yrs)
ux/ui designer,3 to 10 Years,Brazzaville,Part-Time,Large,BCA,88000.0,Mid (3-5 yrs)
market research analyst,5 to 14 Years,Singapore,Full-Time,Enterprise,B.Tech,69500.0,Mid (3-5 yrs)
legal advisor,4 to 9 Years,Gaza,Full-Time,Medium,MCA,92000.0,Mid (3-5 yrs)
psychologist,0 to 11 Years,Gaborone,Contract,Small,PhD,81000.0,Fresher (0 yrs)
sales consultant,2 to 11 Years,Antananarivo,Contract,Enterprise,BCA,82000.0,Junior (1-2 yrs)
project manager,0 to 14 Years,Road Town,Temporary,Small,M.Com,81000.0,Fresher (0 yrs)
sales representative,4 to 10 Years,Moroni,Contract,Medium,PhD,85500.0,Mid (3-5 yrs)
investment analyst,4 to 9 Years,Lima,Temporary,Medium,BCA,77000.0,Mid (3-5 yrs)
financial advisor,4 to 12 Years,Torshavn,Part-Time,Medium,PhD,78500.0,Mid (3-5 yrs)
network engineer,2 to 8 Years,N'Djamena,Part-Time,Medium,M.Tech,73500.0,Junior (1-2 yrs)
structural engineer,2 to 10 Years,Singapore,Temporary,Medium,MCA,81500.0,Junior (1-2 yrs)
content writer,2 to 13 Years,Caracas,Contract,Small,B.Com,77500.0,Junior (1-2 yrs)
marketing analyst,1 to 11 Years,Roseau,Part-Time,Small,M.Tech,84000.0,Junior (1-2 yrs)
personal assistant,0 to 11 Years,Port Vila,Intern,Enterprise,B.Tech,91500.0,Fresher (0 yrs)
administrative assistant,5 to 9 Years,Castries,Full-Time,Large,BA,90000.0,Mid (3-5 yrs)
quality assurance analyst,4 to 14 Years,Ulaanbaatar,Intern,Medium,PhD,80000.0,Mid (3-5 yrs)
research analyst,0 to 9 Years,Minsk,Contract,Small,BBA,72500.0,Fresher (0 yrs)
executive assistant,0 to 9 Years,Yerevan,Part-Time,Enterprise,B.Com,80000.0,Fresher (0 yrs)
ux/ui designer,2 to 15 Years,Oslo,Full-Time,Large,BA,83500.0,Junior (1-2 yrs)
legal assistant,1 to 12 Years,Riyadh,Intern,Small,BBA,81000.0,Junior (1-2 yrs)
seo specialist,0 to 9 Years,Valletta,Intern,Medium,B.Tech,80000.0,Fresher (0 yrs)
web designer,1 to 15 Years,Pretoria,Part-Time,Small,M.Com,88000.0,Junior (1-2 yrs)
web developer,3 to 8 Years,Manila,Intern,Small,BCA,85000.0,Mid (3-5 yrs)
accountant,4 to 12 Years,Tehran,Temporary,Enterprise,M.Com,91500.0,Mid (3-5 yrs)
environmental engineer,5 to 11 Years,City of Baghdad,Temporary,Small,B.Com,84000.0,Mid (3-5 yrs)
seo analyst,4 to 13 Years,Roseau,Intern,Small,MBA,70500.0,Mid (3-5 yrs)
ux/ui designer,1 to 8 Years,Port-au-Prince,Contract,Enterprise,M.Com,90000.0,Junior (1-2 yrs)
business development manager,5 to 10 Years,Gaza,Contract,Medium,BBA,77500.0,Mid (3-5 yrs)
mechanical engineer,0 to 9 Years,Philipsburg,Temporary,Medium,MCA,73000.0,Fresher (0 yrs)
sales representative,3 to 12 Years,Harare,Full-Time,Small,MCA,83500.0,Mid (3-5 yrs)
teacher,3 to 13 Years,Abu Dhabi,Contract,Enterprise,B.Tech,93500.0,Mid (3-5 yrs)
environmental consultant,1 to 8 Years,Nuku?alofa,Contract,Large,BBA,79500.0,Junior (1-2 yrs)
event planner,1 to 15 Years,Riga,Contract,Medium,M.Tech,85500.0,Junior (1-2 yrs)
business analyst,0 to 10 Years,Apia,Contract,Enterprise,PhD,72000.0,Fresher (0 yrs)
front-end developer,0 to 15 Years,Brasilia,Part-Time,Large,B.Com,94000.0,Fresher (0 yrs)
systems administrator,0 to 15 Years,Nairobi,Temporary,Enterprise,BA,74500.0,Fresher (0 yrs)
graphic designer,2 to 8 Years,Dhaka,Part-Time,Large,BCA,85500.0,Junior (1-2 yrs)
front-end engineer,4 to 15 Years,Damascus,Part-Time,Medium,BA,72500.0,Mid (3-5 yrs)
financial controller,2 to 10 Years,Djibouti (city),Part-Time,Small,M.Tech,93000.0,Junior (1-2 yrs)
digital marketing specialist,0 to 13 Years,Bangui,Full-Time,Enterprise,B.Tech,70500.0,Fresher (0 yrs)
interior designer,3 to 13 Years,Amsterdam,Intern,Small,B.Tech,80000.0,Mid (3-5 yrs)
it support specialist,1 to 8 Years,Noumea,Full-Time,Medium,PhD,85000.0,Junior (1-2 yrs)
legal advisor,4 to 14 Years,Bamako,Contract,Enterprise,M.Com,83000.0,Mid (3-5 yrs)
project coordinator,2 to 12 Years,Tehran,Full-Time,Medium,M.Com,85500.0,Junior (1-2 yrs)
copywriter,5 to 15 Years,SÃ£o TomÃ©,Contract,Enterprise,BA,91000.0,Mid (3-5 yrs)
ux researcher,4 to 12 Years,Zagreb,Intern,Enterprise,B.Com,82000.0,Mid (3-5 yrs)
sales representative,3 to 14 Years,Santiago,Temporary,Medium,BCA,74000.0,Mid (3-5 yrs)
event planner,1 to 14 Years,Castries,Part-Time,Enterprise,M.Tech,80000.0,Junior (1-2 yrs)
occupational therapist,0 to 12 Years,Madrid,Intern,Enterprise,BBA,88000.0,Fresher (0 yrs)
quality assurance analyst,5 to 11 Years,Funafuti,Part-Time,Medium,BBA,89500.0,Mid (3-5 yrs)
administrative assistant,2 to 9 Years,San Jose,Temporary,Medium,BCA,82500.0,Junior (1-2 yrs)
mechanical engineer,1 to 12 Years,Abuja,Part-Time,Small,M.Com,83500.0,Junior (1-2 yrs)
database developer,3 to 10 Years,Brussels,Contract,Small,MBA,91000.0,Mid (3-5 yrs)
marketing analyst,5 to 13 Years,BogotÃ¡,Full-Time,Small,M.Tech,89500.0,Mid (3-5 yrs)
marketing specialist,2 to 11 Years,Bern,Contract,Enterprise,MBA,86000.0,Junior (1-2 yrs)
paralegal,2 to 13 Years,Beijing,Part-Time,Large,PhD,91000.0,Junior (1-2 yrs)
network engineer,4 to 15 Years,Quito,Contract,Small,PhD,69500.0,Mid (3-5 yrs)
family lawyer,2 to 14 Years,Minsk,Contract,Large,BA,75000.0,Junior (1-2 yrs)
mechanical engineer,4 to 8 Years,Tehran,Full-Time,Large,BA,91500.0,Mid (3-5 yrs)
customer service manager,3 to 8 Years,Riyadh,Part-Time,Medium,PhD,93000.0,Mid (3-5 yrs)
administrative assistant,5 to 9 Years,Yaren District (de facto),Temporary,Small,BBA,71000.0,Mid (3-5 yrs)
accountant,0 to 11 Years,"Capitol Hill, Saipan",Intern,Medium,B.Com,84500.0,Fresher (0 yrs)
network engineer,2 to 10 Years,Buenos Aires,Temporary,Large,BBA,79000.0,Junior (1-2 yrs)
architect,1 to 15 Years,Bern,Part-Time,Medium,BCA,84500.0,Junior (1-2 yrs)
sales manager,0 to 15 Years,Niamey,Full-Time,Small,PhD,85000.0,Fresher (0 yrs)
ui developer,2 to 12 Years,Amsterdam,Contract,Small,B.Com,74500.0,Junior (1-2 yrs)
digital marketing specialist,5 to 13 Years,Athens,Part-Time,Large,BA,87500.0,Mid (3-5 yrs)
customer support specialist,3 to 12 Years,Tallinn,Part-Time,Enterprise,BA,75500.0,Mid (3-5 yrs)
front-end developer,0 to 10 Years,Montevideo,Intern,Small,M.Tech,93500.0,Fresher (0 yrs)
financial analyst,5 to 15 Years,Gaza,Intern,Medium,M.Com,95000.0,Mid (3-5 yrs)
product designer,4 to 15 Years,Santiago,Intern,Small,B.Tech,78500.0,Mid (3-5 yrs)
software architect,2 to 10 Years,Buenos Aires,Temporary,Medium,BBA,75500.0,Junior (1-2 yrs)
network engineer,3 to 15 Years,SÃ£o TomÃ©,Part-Time,Small,M.Tech,92500.0,Mid (3-5 yrs)
physician assistant,2 to 14 Years,Beijing,Full-Time,Small,B.Com,92500.0,Junior (1-2 yrs)
procurement specialist,4 to 12 Years,Kathmandu,Temporary,Enterprise,B.Com,76500.0,Mid (3-5 yrs)
data engineer,4 to 14 Years,Vaduz,Full-Time,Small,MCA,81500.0,Mid (3-5 yrs)
ux/ui designer,1 to 9 Years,Bern,Full-Time,Medium,M.Tech,75000.0,Junior (1-2 yrs)
physical therapist,3 to 12 Years,Paris,Contract,Small,BBA,90000.0,Mid (3-5 yrs)
executive assistant,3 to 15 Years,Hanoi,Temporary,Medium,BA,91000.0,Mid (3-5 yrs)
chemical engineer,3 to 14 Years,Castries,Contract,Large,BBA,72000.0,Mid (3-5 yrs)
marketing director,2 to 9 Years,Lima,Part-Time,Medium,B.Tech,77500.0,Junior (1-2 yrs)
data analyst,2 to 11 Years,Belmopan,Contract,Large,B.Tech,84500.0,Junior (1-2 yrs)
